user_id,speech_prob_calm,speech_prob_stressed,speech_prob_sad,speech_prob_anxious,speech_prob_neutral,speech_prob_energetic,dominant_speech_emotion,pitch_mean_hz,pitch_variance,energy_mean,speech_rate_wpm,pause_ratio,jitter,shimmer,speech_embed_0,speech_embed_1,speech_embed_2,speech_embed_3,speech_embed_4,speech_embed_5,speech_embed_6,speech_embed_7,speech_embed_8,speech_embed_9,speech_embed_10,speech_embed_11,speech_embed_12,speech_embed_13,speech_embed_14,speech_embed_15
U01418,0.2154,0.1498,0.1969,0.1613,0.2756,0.001,neutral,218.7,45.77,0.546,161.5,0.288,0.0114,0.0323,-0.4381,-0.3337,-0.4895,-2.4537,-0.1063,-1.8334,0.4494,-1.6826,0.578,-0.2122,-1.3002,0.0573,0.9877,-0.0938,-1.473,-0.8684
U01419,0.3218,0.0856,0.0535,0.1751,0.3101,0.0538,calm,154.1,23.4,0.226,161.5,0.19,0.011,0.0174,0.7949,-0.3169,1.3587,-2.1513,-0.9382,-1.0969,-1.2696,0.5105,1.1883,0.7527,0.0062,0.2594,0.5452,-0.9052,0.1918,-0.1496
U01420,0.2102,0.1986,0.1334,0.0973,0.2721,0.0885,neutral,189.3,31.12,0.666,141.0,0.246,0.0177,0.0441,-0.4888,-1.4698,-2.3891,-0.1475,0.0711,-0.9212,-0.0611,0.8104,-1.2309,-0.9143,-1.8092,-0.6546,0.432,-0.6327,-0.3029,-1.3784
U01421,0.2713,0.1418,0.0818,0.1169,0.2693,0.1189,calm,201.1,41.63,0.51,146.3,0.211,0.0104,0.0457,-0.4515,0.2689,-1.4627,-1.1131,-0.7998,0.2384,0.9875,-1.4083,-0.7443,0.1348,0.16,1.3185,0.4255,-0.0322,-0.0782,0.5984
U01422,0.3031,0.1434,0.1457,0.143,0.2513,0.0135,calm,176.8,33.61,0.568,156.7,0.248,0.001,0.0352,-0.4527,-1.2888,0.0896,0.272,-1.0184,0.698,-1.7727,-1.0579,0.6838,0.5139,0.6543,0.2668,-0.2601,-0.9255,-0.4299,1.6202
U01423,0.2957,0.0943,0.144,0.1693,0.2222,0.0745,calm,162.5,45.7,0.435,143.8,0.194,0.0109,0.0216,-0.8563,-0.7479,-1.2609,0.5779,0.484,-0.4803,-0.3662,-0.5466,-1.4577,-0.0679,0.4018,-1.4875,-0.878,1.3839,0.608,-0.0851
U01424,0.2712,0.1268,0.1519,0.1072,0.2747,0.0682,neutral,190.2,44.27,0.342,145.2,0.116,0.0169,0.0241,1.3513,0.3609,1.365,-0.1877,-0.6576,0.3127,-0.2268,-0.1838,1.2153,-1.1215,0.3745,0.9928,-0.5043,1.6782,-1.7803,-0.4965
U01425,0.2157,0.0878,0.1495,0.1716,0.2871,0.0883,neutral,187.7,21.72,0.45,144.1,0.178,0.0174,0.0148,2.5805,-0.8855,0.7936,-0.2422,-1.1162,-0.3814,-0.0008,2.4009,-0.9351,-0.1089,-0.9811,0.39,-1.1647,0.1423,-1.1354,-0.107
U01426,0.2214,0.1673,0.1083,0.2141,0.288,0.001,neutral,216.7,28.61,0.652,133.6,0.112,0.0119,0.0397,-1.8048,-0.1879,-0.2338,-1.4391,-1.8082,-0.2749,0.9319,-0.6097,0.322,-0.4549,-0.0787,1.063,-0.257,0.1278,-2.0205,-1.2764
U01427,0.1873,0.1991,0.1369,0.1928,0.2597,0.0242,neutral,205.6,36.03,0.437,142.8,0.291,0.0103,0.0345,0.3054,-1.5685,0.9046,-0.4467,-0.3099,0.4322,-0.2926,-1.8849,-0.5837,-0.1523,0.4416,-1.5938,-1.2971,-1.7378,-0.5255,-0.6347
U01428,0.2547,0.1397,0.06,0.1178,0.3258,0.1021,neutral,210.5,39.88,0.544,127.4,0.15,0.0097,0.0467,0.8435,-1.1454,2.1754,-0.3,-0.7484,-0.7053,-1.576,-0.9059,1.6741,0.9291,0.0667,1.0804,-0.4861,0.363,0.5156,1.5035
U01429,0.2168,0.1578,0.2047,0.174,0.2458,0.001,neutral,158.4,40.03,0.39,122.2,0.29,0.0173,0.0412,-2.5267,-1.0784,-1.7714,-0.1291,-1.1453,-1.3084,1.567,-1.293,-0.0089,-2.3837,-0.341,0.0386,-1.3426,-0.6232,-0.5277,0.0045
U01430,0.1742,0.221,0.1742,0.1668,0.2019,0.0619,stressed,202.7,30.21,0.599,115.2,0.3,0.0175,0.0559,-0.7758,-1.0236,0.245,-1.614,-1.3503,-1.0723,-0.813,-2.7891,-0.3595,-1.0892,1.5399,-2.333,-1.3066,-2.2545,-0.4045,0.2767
U01431,0.1867,0.2301,0.1506,0.1841,0.2071,0.0414,stressed,192.2,50.81,0.416,141.4,0.263,0.0204,0.0562,-0.9129,-1.2392,-0.7988,-1.0992,-0.2052,1.2791,-2.4819,-1.9604,-0.5935,-0.099,-1.993,0.4347,0.3041,0.8641,-0.2384,0.6531
U01432,0.1776,0.2411,0.1511,0.2009,0.2221,0.0071,stressed,137.2,36.47,0.455,136.2,0.337,0.0228,0.0408,0.9374,-2.2828,-0.289,-3.3676,0.8179,-1.3097,1.0777,-2.509,1.2509,-0.7566,-1.0858,-0.9225,0.7762,-2.2444,0.0766,0.3807
U01433,0.2615,0.135,0.1297,0.1254,0.2607,0.0878,calm,199.3,31.44,0.48,151.8,0.209,0.0085,0.0157,-0.4095,-0.7229,-1.4402,0.859,-1.5861,-0.9971,0.7144,0.6738,-2.0707,-0.3123,-0.9256,1.6461,1.6046,-0.8973,-0.8326,-0.1347
U01434,0.2575,0.1777,0.1079,0.1792,0.2619,0.0159,neutral,219.1,45.0,0.376,152.8,0.318,0.0197,0.0333,-1.3449,-0.78,-0.9189,-3.0677,0.0806,-1.5915,-0.6869,0.524,0.5925,0.4064,0.6245,0.5741,0.7497,-0.5386,-0.543,-2.0178
U01435,0.291,0.0722,0.0867,0.1689,0.2777,0.1035,calm,146.0,43.03,0.679,124.3,0.249,0.0076,0.0213,-0.4841,-0.2029,1.2998,-0.368,0.4326,0.1395,-0.7535,-1.1276,0.8346,2.3041,-0.4144,-1.0545,-0.2141,1.0003,-0.5425,-1.0463
U01436,0.1871,0.1698,0.144,0.1879,0.2738,0.0373,neutral,154.3,17.96,0.453,138.6,0.308,0.0251,0.0397,-1.0282,-1.822,0.7533,-0.9143,-0.6069,0.3087,-1.6774,-1.3901,-0.9527,-1.5952,-1.937,-0.2495,-0.0162,0.1434,0.6147,0.7159
U01437,0.2165,0.1617,0.1561,0.1478,0.2912,0.0267,neutral,190.7,49.53,0.406,128.9,0.211,0.0177,0.0171,-1.7745,1.5303,1.3151,0.4132,0.5857,-0.4814,-0.4248,-0.5388,-1.2002,-1.4637,0.0172,-1.3926,-0.8087,-0.1983,-1.6409,1.1856
U01438,0.1391,0.192,0.1683,0.2035,0.2589,0.0382,neutral,176.2,33.48,0.318,144.2,0.246,0.0116,0.0305,0.7198,-3.1043,1.6537,0.4205,-1.4351,-0.8681,-0.476,-0.561,-0.9333,-0.7587,0.7531,0.623,0.4912,0.3844,-1.4408,-1.3812
U01439,0.2601,0.1363,0.1075,0.1493,0.3115,0.0353,neutral,204.5,33.35,0.568,163.1,0.256,0.0159,0.0456,-0.5591,0.81,-1.1926,-0.6093,-1.9827,1.1944,-0.3526,-0.7598,-0.0154,-0.0952,-2.2436,0.1038,1.2319,0.0937,-0.6165,-0.3737
U01440,0.2246,0.1784,0.1469,0.1109,0.2653,0.0738,neutral,192.0,22.07,0.457,130.7,0.229,0.0161,0.0376,-0.7861,1.0419,-0.8657,-0.3385,-2.1246,0.6694,-0.6892,-1.1404,-1.7134,-0.4991,1.0481,0.4192,-0.531,-0.9402,1.0698,-1.1845
U01441,0.2298,0.1211,0.1535,0.1141,0.3134,0.0681,neutral,159.3,41.21,0.66,148.3,0.261,0.0234,0.0426,-1.7511,-1.1523,-0.2003,-0.4346,-1.0057,1.0472,-0.532,1.9188,-0.477,0.5027,1.4547,0.6024,0.2625,0.8213,0.932,0.2484
U01442,0.2435,0.1632,0.1165,0.1041,0.3124,0.0603,neutral,168.3,37.47,0.34,153.5,0.19,0.0036,0.0374,-1.153,0.0052,-0.5284,-1.1177,0.2698,-1.7028,-1.0718,-0.1428,-0.2655,-0.7165,-1.099,-1.124,0.3871,-0.0667,0.7353,-1.6428
U01443,0.1755,0.2113,0.1649,0.1931,0.2477,0.0075,neutral,171.7,33.78,0.456,135.9,0.247,0.0236,0.0489,-0.2357,0.8128,-0.3017,-1.0311,-2.3854,-1.8158,-1.9594,-2.18,-0.6938,-2.9338,-0.795,-0.659,-0.3865,-0.0905,-0.2904,-0.0144
U01444,0.2367,0.0982,0.1904,0.1363,0.3039,0.0345,neutral,206.3,16.37,0.355,159.7,0.285,0.0054,0.0212,-0.6558,-2.6196,0.0841,0.4236,-0.8372,-2.4419,-0.8779,1.2144,0.6829,-0.1618,-0.2247,-0.4613,0.7276,0.6374,-1.4892,-0.3929
U01445,0.2155,0.1706,0.1538,0.1089,0.2756,0.0756,neutral,184.0,33.96,0.636,136.2,0.296,0.0191,0.0397,-1.0676,0.2621,0.0393,-1.9186,0.3486,-0.9141,0.246,1.1156,-2.0913,-1.3222,-1.4688,-1.2409,-0.1222,-0.6857,-1.807,-1.9019
U01446,0.1935,0.1955,0.1306,0.1202,0.294,0.0661,neutral,174.1,40.59,0.527,138.4,0.132,0.0191,0.0444,-2.3409,0.5657,0.2464,0.168,0.4162,-0.0206,1.2078,-0.5107,-3.3152,0.1972,0.6884,-0.2799,-0.8935,0.7317,-0.0308,-2.2742
U01447,0.2335,0.1357,0.1538,0.1328,0.3433,0.001,neutral,231.6,53.36,0.415,131.5,0.276,0.0211,0.0303,-0.8317,1.2356,0.3433,-0.4898,-0.5632,1.4396,-0.5973,-1.168,-0.0562,0.3619,-1.3233,-0.1326,-0.3683,0.1152,0.8742,-0.0317
U01448,0.2973,0.114,0.1283,0.0986,0.2608,0.101,calm,182.2,36.89,0.494,132.3,0.348,0.0077,0.0313,2.014,-0.3675,-0.4565,-0.4628,-1.998,-0.9886,0.6031,-0.8308,-2.2997,-1.556,0.3499,-0.3202,2.0183,-1.58,-0.1525,-0.7173
U01449,0.2238,0.1197,0.1173,0.1856,0.2692,0.0845,neutral,180.4,38.42,0.436,138.8,0.159,0.0152,0.057,-0.1585,1.2814,0.3268,-0.2005,-1.3897,-0.7936,0.5557,-1.6376,-0.6369,0.3574,-0.1228,2.5904,0.2752,-0.2952,-0.8555,-0.8675
U01450,0.2246,0.1411,0.1939,0.1178,0.2656,0.0569,neutral,178.0,20.45,0.436,136.3,0.311,0.0065,0.0367,0.4653,0.0061,-1.3045,-0.3291,-2.9447,0.8325,0.242,-1.3074,0.8393,-0.4183,0.1357,-0.1759,-0.609,-0.8926,1.0583,-0.3253
U01451,0.1726,0.1758,0.1631,0.1718,0.2774,0.0392,neutral,195.0,40.08,0.525,116.8,0.24,0.0101,0.0358,-0.6459,-0.6918,-0.8885,-0.9319,-1.7057,-1.3934,-2.4685,-1.1362,-0.7008,-0.6975,0.3077,0.4419,-0.8201,-0.9282,1.092,-0.5511
U01452,0.2482,0.1236,0.1367,0.1292,0.2872,0.0752,neutral,174.4,51.17,0.292,141.5,0.189,0.0092,0.0233,-0.8442,-0.7412,0.5806,-0.2449,-0.5228,0.1876,-1.8882,-0.6052,-0.997,-0.4862,-1.3654,0.6779,-1.0754,-1.5513,-0.6128,-0.576
U01453,0.3004,0.1457,0.1035,0.1198,0.2761,0.0545,calm,189.9,43.14,0.496,144.4,0.215,0.0136,0.0259,1.1369,-0.9494,0.0529,-1.2067,-0.0653,0.4195,-0.5636,-0.2362,0.0847,0.2133,-0.6627,1.5994,-0.0181,0.4047,-1.356,0.2477
U01454,0.2071,0.1781,0.1391,0.1211,0.2733,0.0812,neutral,183.9,29.96,0.545,143.4,0.305,0.0214,0.023,-0.5823,2.1892,0.2965,0.5767,0.0429,0.03,-2.6038,0.3145,1.3072,-1.3933,-1.0416,-0.3677,-1.9233,-0.6665,-1.4559,0.206
U01455,0.2291,0.1546,0.1291,0.1541,0.3009,0.0322,neutral,189.1,45.97,0.402,157.4,0.213,0.024,0.0134,-1.0665,-0.1081,-0.1076,0.4752,-0.4748,0.9707,0.453,-1.321,0.8468,0.0281,0.3517,1.0695,-2.095,-1.9845,0.2019,-2.7747
U01456,0.2491,0.1114,0.0905,0.1352,0.2703,0.1435,neutral,159.4,37.31,0.603,145.2,0.205,0.0111,0.0185,0.1064,1.6181,1.572,-1.0483,0.0078,1.3593,-1.3115,0.0687,-0.9771,0.9163,0.1817,-0.8616,-0.5165,0.9921,-0.2754,-0.97
U01457,0.2137,0.1801,0.1449,0.1469,0.2594,0.055,neutral,173.2,30.57,0.499,138.5,0.253,0.0125,0.0488,-1.2767,0.7015,0.8313,1.0032,1.6552,-0.832,0.8483,-1.0317,-1.8258,-1.5921,-1.2323,-2.0368,1.6,-0.6277,0.8125,0.8797
U01458,0.1758,0.1835,0.1139,0.1755,0.2726,0.0787,neutral,188.6,43.26,0.4,163.1,0.306,0.0095,0.0321,-0.3404,-0.208,-0.9211,-0.2311,-2.5917,-1.3455,-1.2897,0.6725,-1.2804,-2.3679,0.3381,0.5001,-1.9753,-0.5632,-1.9297,-0.7301
U01459,0.2538,0.1538,0.1407,0.0945,0.29,0.0672,neutral,192.9,31.52,0.486,163.9,0.165,0.0205,0.0275,0.5518,-1.0502,0.5394,1.5665,0.6438,1.6312,-1.108,0.5564,-0.2584,-1.224,-0.1582,1.1724,-0.1572,0.5198,-0.9468,0.7876
U01460,0.215,0.1429,0.1339,0.1936,0.2899,0.0247,neutral,194.0,31.48,0.496,136.1,0.24,0.0219,0.0255,-0.6213,-0.5058,-1.0492,-0.7554,-1.4521,0.6314,-1.7356,1.9104,-0.5033,-1.1929,-1.3451,0.3058,-0.5957,1.772,-0.6789,0.739
U01461,0.2852,0.0965,0.1394,0.1631,0.2708,0.0449,calm,176.3,6.73,0.545,131.3,0.134,0.0111,0.0489,0.1757,1.9891,0.9332,0.3115,2.055,0.4024,0.2248,0.6161,2.4109,0.289,-0.11,-1.8655,0.3111,-1.0714,-1.7995,-0.3117
U01462,0.2438,0.1898,0.16,0.1805,0.2052,0.0207,calm,194.9,26.55,0.514,134.1,0.352,0.0073,0.0223,0.672,-0.1996,0.8188,-1.3137,1.6739,0.4376,-0.5819,-0.3709,-0.6833,-1.1908,-0.6576,-0.1568,-0.5319,-2.0267,0.5452,-2.929
U01463,0.2204,0.1319,0.1029,0.1355,0.2821,0.1273,neutral,163.4,35.15,0.673,154.0,0.237,0.0131,0.041,-1.2299,0.1933,-0.3166,-0.4108,-2.0407,0.7001,0.6836,1.0133,-0.5356,-1.0967,0.8548,-0.6971,-0.5961,0.2042,-1.0693,-0.78
U01464,0.2652,0.1453,0.0847,0.0978,0.321,0.0859,neutral,188.3,36.21,0.477,168.8,0.207,0.0112,0.0293,-1.0146,-0.0617,0.0048,-0.4585,0.9313,-0.0067,0.5373,-0.1783,0.7204,-0.1554,0.4592,-1.7387,-0.4789,-0.1844,0.6436,-0.2364
U01465,0.2504,0.1286,0.1012,0.1483,0.2908,0.0808,neutral,167.4,21.75,0.488,155.8,0.214,0.0139,0.0311,0.8236,-0.5254,-1.1669,-0.8249,0.0739,-0.0579,1.29,0.9183,-1.197,-0.6853,-0.1154,-1.362,-0.5821,0.3731,0.3322,0.3198
U01466,0.2279,0.1827,0.0911,0.1612,0.2758,0.0613,neutral,186.9,34.59,0.302,138.7,0.266,0.0068,0.0487,0.1991,1.4247,-0.5211,-0.247,-0.5354,-1.5622,-0.0583,0.3611,1.7769,-0.3727,-1.1888,-0.51,-0.6616,1.4819,-0.9304,0.7046
U01467,0.2579,0.1513,0.1005,0.082,0.3222,0.086,neutral,216.4,45.85,0.469,155.6,0.237,0.0123,0.0429,1.1029,-0.8366,1.6137,0.079,-0.2236,-0.4299,-1.3478,1.411,-0.2298,-1.2539,0.7762,-1.206,-0.5552,-0.0299,-2.2903,0.5789
U01468,0.2375,0.1436,0.2202,0.1422,0.2187,0.0378,calm,176.5,37.79,0.412,140.3,0.29,0.0146,0.0321,-0.1817,-0.7794,0.2416,-1.361,-0.7112,0.0233,0.0491,0.5935,-1.0166,-1.647,1.3522,-1.3011,-0.8894,0.1316,-0.1886,-0.1328
U01469,0.2042,0.1543,0.1574,0.1836,0.2582,0.0422,neutral,185.4,32.07,0.365,147.8,0.167,0.0195,0.0324,1.4708,0.1156,-1.7374,-0.4074,-0.4798,-0.5348,1.2623,1.3709,-0.6848,1.181,-0.9016,-1.4483,0.627,-0.8506,0.2756,0.0627
U01470,0.1418,0.2202,0.2096,0.18,0.2475,0.0009,neutral,209.8,30.29,0.459,123.4,0.278,0.0099,0.0381,-2.1165,-1.1549,-0.2993,-1.5108,-1.7848,-1.2774,-0.3481,-1.9725,-0.9788,0.779,-0.9782,0.1871,-1.7282,0.8967,-2.8537,-3.0509
U01471,0.2738,0.139,0.1335,0.1171,0.3117,0.0248,neutral,206.2,49.45,0.313,154.4,0.332,0.0149,0.0314,-1.1194,0.1291,0.3942,-1.2459,0.6397,-0.0208,-2.4859,0.3001,-2.2011,-0.7205,1.0041,0.077,-0.9765,0.4581,-0.6914,0.8134
U01472,0.2106,0.1345,0.1393,0.1769,0.2707,0.0681,neutral,186.1,44.84,0.322,120.6,0.15,0.0185,0.0424,0.8238,0.0989,0.7913,0.2146,0.3501,-1.9698,1.0883,-0.1474,1.0315,0.988,-0.0682,-0.8724,0.8335,-1.1795,0.0637,-2.3154
U01473,0.1782,0.218,0.1793,0.1654,0.224,0.0351,neutral,218.5,22.68,0.417,136.9,0.231,0.0238,0.0491,-0.5016,-0.931,-0.2054,-0.8938,-1.4252,-1.0861,-1.3739,-0.6396,0.3184,-2.052,-0.401,1.7186,-0.0783,-0.3426,1.0629,-2.7209
U01474,0.3388,0.1064,0.1337,0.0853,0.2603,0.0755,calm,185.1,33.65,0.657,117.0,0.162,0.0036,0.0337,2.0627,1.2031,-1.2159,0.0091,-0.7019,1.5034,0.545,-1.3529,0.1953,0.1108,0.1835,0.0168,0.956,0.5896,0.0819,-0.5001
U01475,0.2596,0.1274,0.103,0.0973,0.3011,0.1117,neutral,192.9,24.63,0.42,156.6,0.152,0.0123,0.0323,-1.5927,0.3259,-0.7112,-1.6794,-0.0661,-0.174,1.4643,-0.2518,-2.2963,1.1516,0.4066,-0.918,2.1781,-0.6202,1.275,0.0053
U01476,0.2455,0.1817,0.1633,0.1726,0.2359,0.001,calm,155.3,43.52,0.546,154.8,0.23,0.0099,0.0334,-0.0879,-0.982,-1.726,1.0463,-1.2659,0.9894,-1.1135,-1.0134,-0.5887,-0.5781,0.0597,-0.1729,0.5466,-1.7672,-1.4584,0.4239
U01477,0.2198,0.1745,0.1153,0.1936,0.2539,0.043,neutral,167.0,37.33,0.524,162.2,0.247,0.0109,0.0404,0.2254,0.5257,-0.3333,0.6291,-0.3903,-1.4074,-1.28,-0.5022,-0.5348,-0.3578,1.2656,-0.2022,0.5264,0.1339,0.3679,-1.2927
U01478,0.2598,0.174,0.1027,0.1093,0.262,0.0922,neutral,168.7,29.01,0.456,131.4,0.099,0.0123,0.0444,-1.6838,-0.0165,1.8832,-0.7327,0.1886,0.1852,-1.1045,-0.1087,-1.6019,-0.2387,1.7671,2.0565,-1.6544,-1.4344,0.7586,-0.2307
U01479,0.3043,0.1247,0.0895,0.1549,0.247,0.0796,calm,178.2,23.4,0.493,151.4,0.183,0.0151,0.052,0.0798,-0.2417,-0.225,-1.4348,0.573,-0.5994,1.4503,-0.8047,0.1021,1.0831,0.0818,0.3544,0.6693,-0.705,1.9008,-1.8069
U01480,0.2669,0.1287,0.1535,0.1191,0.2525,0.0793,calm,192.7,26.7,0.434,144.8,0.099,0.0142,0.0317,-0.6699,0.9676,0.627,-1.3008,-0.4376,-0.3797,0.8253,-0.1301,-0.0019,-0.1896,0.4138,-1.7582,1.0714,0.0365,-1.3926,-1.5789
U01481,0.282,0.1128,0.1049,0.1202,0.3165,0.0636,neutral,140.8,31.77,0.534,149.8,0.132,0.0118,0.0461,-0.5945,-0.6092,0.0144,0.938,-0.9145,0.1301,-1.2317,1.0931,-1.2259,-1.0296,-0.8072,-0.2432,-1.5941,1.1491,-0.208,-0.5255
U01482,0.1977,0.2042,0.136,0.2043,0.2554,0.0024,neutral,160.0,31.89,0.293,117.2,0.196,0.024,0.0567,-0.3786,-1.1206,0.3563,-0.157,-0.1194,-0.2145,0.5472,-0.9851,-0.3213,-0.005,-1.3877,1.0054,-1.2431,-0.6798,-0.3292,-0.5986
U01483,0.1976,0.1597,0.098,0.1564,0.3171,0.0713,neutral,178.5,46.06,0.377,134.9,0.283,0.0153,0.0444,-1.0755,-1.5719,-0.5035,-0.68,-0.1123,0.6298,-0.9247,-0.5479,0.1048,-2.3386,0.4797,-2.154,-1.3013,1.3526,0.1822,0.5128
U01484,0.2304,0.1213,0.1143,0.1423,0.3045,0.0871,neutral,187.3,33.28,0.503,139.0,0.092,0.0103,0.0522,-0.48,-0.5226,-0.4521,-0.6812,-0.4719,-1.0511,-0.0616,0.4729,-1.1367,0.5819,0.164,-1.4393,0.7048,0.105,-1.1867,-0.4637
U01485,0.264,0.1581,0.1212,0.1501,0.2579,0.0487,calm,185.9,46.94,0.419,160.8,0.029,0.0133,0.0413,0.5474,0.2183,-3.0237,0.9561,-1.2803,-1.1475,-1.8486,0.2676,0.1676,-0.6701,-1.3737,-0.0573,-2.0071,2.5834,-0.1796,1.1029
U01486,0.2639,0.1233,0.0978,0.1492,0.2698,0.0961,neutral,182.4,46.62,0.559,133.9,0.264,0.0142,0.0299,-0.5064,-0.9654,-0.9406,0.4844,1.2861,0.2407,-0.3249,-0.3936,0.0597,0.22,-1.2153,-0.4214,0.1977,-1.1133,1.3327,2.5035
U01487,0.2591,0.1336,0.1558,0.1662,0.2513,0.034,calm,171.3,31.38,0.369,134.5,0.272,0.0104,0.0486,-1.3591,0.3786,0.2411,-0.3255,-0.6102,-0.2325,0.5014,-1.2706,-0.2912,-0.7408,-0.2147,-0.6371,0.5246,-1.707,-0.5431,-0.268
U01488,0.2491,0.0992,0.1638,0.1284,0.2792,0.0803,neutral,172.2,27.29,0.495,139.7,0.286,0.0146,0.027,1.1123,-0.4656,1.4427,-1.1361,-0.7774,-1.7166,-0.7762,3.3698,-0.4294,0.3627,-0.8437,-0.3499,-0.0844,0.6629,-0.4946,0.8629
U01489,0.179,0.1707,0.1378,0.1698,0.2639,0.0787,neutral,209.4,36.65,0.417,135.2,0.211,0.0158,0.0554,0.6994,1.05,-1.4411,0.5202,-1.2584,0.0011,-0.688,0.0778,0.8606,-0.6234,-1.0796,-0.9951,0.7785,-0.0666,-1.3617,-0.0227
U01490,0.2265,0.2226,0.1013,0.1417,0.23,0.0777,neutral,176.3,30.47,0.522,135.2,0.326,0.0252,0.0284,0.4726,0.8172,-0.8739,0.3801,0.9077,-1.0383,-1.0307,-0.5526,-0.3392,-0.824,1.6683,-0.1028,-0.8696,0.3204,-0.8863,-1.1189
U01491,0.2499,0.1279,0.1444,0.1286,0.3021,0.047,neutral,184.6,23.64,0.598,137.6,0.209,0.0063,0.0522,-0.6211,-0.6481,1.2431,-1.1621,-0.2539,0.6232,-0.1657,-0.3421,0.1095,0.1023,-0.5226,0.2665,0.68,-0.5691,0.42,1.8536
U01492,0.2207,0.2041,0.1436,0.1721,0.2459,0.0136,neutral,218.7,47.51,0.64,126.2,0.264,0.009,0.055,1.337,-1.5096,1.5825,-0.1949,0.3478,-1.6355,0.1593,0.7561,-1.1845,-0.0357,-0.1766,-0.4277,0.9385,-0.4617,0.3315,0.6348
U01493,0.2524,0.1337,0.1101,0.1183,0.3059,0.0796,neutral,146.2,26.57,0.417,136.0,0.224,0.018,0.0374,0.4017,-0.8983,-0.8609,-0.1353,-0.1309,0.515,0.3513,0.3284,1.7581,-0.0762,0.565,1.4607,0.1976,-0.2334,-1.2565,-1.3166
U01494,0.3216,0.1096,0.1255,0.0969,0.2795,0.0669,calm,184.5,26.2,0.494,179.8,0.239,0.0077,0.0407,-0.4621,0.7746,0.7777,-2.2733,-0.1622,0.2333,-0.5756,-0.4434,-0.225,-0.2174,-1.0205,-0.1933,-1.0186,0.2713,-1.3282,-1.2695
U01495,0.2586,0.1303,0.1251,0.1075,0.2519,0.1266,calm,145.1,35.43,0.673,130.5,0.15,0.007,0.0222,-1.8223,0.2214,0.9284,0.2761,-0.4038,-0.1187,-0.2369,1.3443,-0.5581,0.6586,3.4257,0.0688,-1.7179,2.299,-1.2323,0.9923
U01496,0.3243,0.0957,0.0754,0.1526,0.2952,0.0568,calm,199.6,34.34,0.37,162.9,0.176,0.0144,0.0552,-1.0179,0.2297,-0.0645,0.7599,-0.6285,0.3808,1.388,1.9237,0.4823,-1.2063,1.0981,-1.6518,-1.9963,-0.7667,-0.9894,0.2144
U01497,0.3182,0.1485,0.0678,0.0822,0.3005,0.0827,calm,200.2,38.38,0.576,132.8,0.0,0.0057,0.0467,2.4729,-1.9456,-1.538,1.4608,-0.0577,0.7714,-1.3716,-0.193,1.7225,-0.2831,-0.1815,0.6518,1.4384,0.4182,0.3176,-0.8027
U01498,0.2733,0.1107,0.1136,0.1205,0.2868,0.0951,neutral,167.4,37.46,0.657,154.3,0.137,0.0131,0.0257,-0.8062,0.0972,0.0732,-0.823,0.6023,0.3888,-1.0037,0.5951,-0.44,1.1681,-1.087,-0.0801,0.0707,0.0672,1.8835,0.8864
U01499,0.2898,0.1124,0.135,0.07,0.3151,0.0777,neutral,159.7,32.54,0.507,162.4,0.151,0.0156,0.0378,-0.4984,-0.7718,0.7477,0.4272,-0.3402,0.7983,-0.6861,-0.003,-0.8304,-0.308,0.3586,-1.3582,0.5625,0.5029,1.026,1.2436
U01500,0.1956,0.19,0.1131,0.1725,0.269,0.0598,neutral,202.1,46.32,0.663,133.6,0.348,0.0216,0.0363,0.0905,0.285,-0.9668,-1.3669,0.2861,-0.3015,-0.8793,-1.9186,-0.2275,-0.8204,-1.6145,0.1037,0.0201,-1.3622,-1.3787,-1.3957
U01501,0.2617,0.1442,0.0537,0.1054,0.2673,0.1677,neutral,184.1,27.72,0.639,128.3,0.084,0.0158,0.0395,-0.9931,0.4281,-0.4159,-1.0926,1.1994,-0.7528,0.113,1.3781,0.7819,-0.8267,1.296,-0.4201,-1.0001,-0.1063,-0.9512,-1.1023
U01502,0.1863,0.2196,0.1516,0.0964,0.2739,0.0722,neutral,168.5,31.88,0.276,136.6,0.101,0.0159,0.0552,0.5881,0.2044,0.0589,1.3973,0.8058,-2.139,-0.3786,-1.3754,0.8723,0.2672,-1.1129,1.1782,0.2718,2.4088,-1.0346,-0.5043
U01503,0.1638,0.197,0.1579,0.2042,0.2602,0.017,neutral,182.5,35.66,0.511,104.6,0.317,0.0176,0.0394,-0.5468,-0.0757,0.4915,-0.745,0.9376,1.183,-0.3694,1.4494,-1.8205,-1.4972,0.5485,1.3068,-1.5068,0.4063,1.044,-1.1533
U01504,0.2274,0.1721,0.1228,0.0844,0.3294,0.0639,neutral,176.1,40.2,0.492,160.5,0.256,0.0088,0.0487,0.8295,-0.3766,1.4824,0.0476,0.3898,-0.2605,-1.9951,0.7385,-0.1476,-1.4861,0.2537,0.2094,-0.0742,-0.3942,-0.1468,-0.6132
U01505,0.299,0.0998,0.0908,0.0982,0.3304,0.0818,neutral,183.2,18.97,0.569,162.0,0.201,0.0075,0.0345,-0.5821,0.3063,-0.8617,1.0831,1.2461,-0.2071,-0.6669,-1.5377,2.3212,0.4056,-0.302,-0.5129,-1.1066,0.8141,0.3917,-0.5548
